CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
7.8,1,3,0,90,4.6,0,1,64,83,0,
8.1,1,1,0,72,4,0,0,85,62,0,
8,1,3,0,83,4.1,1,1,82,83,1,
7.4,2,2,1,78,4.3,1,0,68,69,0,
8.6,2,3,2,86,4.1,1,1,75,85,1,
7.6,1,3,1,73,3.9,1,0,72,73,1,
8,0,3,2,90,4.8,1,1,79,83,1,
7.6,1,3,2,90,4.3,1,1,55,86,1,
7.3,1,1,1,73,4,0,1,55,67,0,
7.5,1,2,1,90,3.4,0,1,59,72,0,
8,1,3,2,84,4.7,1,1,90,86,1,
8.5,0,3,3,84,4.6,0,1,86,70,0,
8.6,1,3,1,88,4.8,1,1,71,80,0,
6.6,1,1,0,69,4.2,1,1,55,69,0,
7.7,1,1,1,79,3.9,0,1,55,61,0,
8.7,2,2,1,72,4.6,1,1,77,77,0,
7.5,1,2,0,65,3.5,0,0,55,63,0,
6.7,1,1,1,76,4.6,0,0,62,68,0,
7.2,1,3,2,81,4.8,0,1,83,84,1,
6.9,1,1,1,76,4.8,1,1,58,66,0,
8.2,2,3,2,86,4.7,1,1,84,88,1,
8.5,2,3,2,84,4.6,1,1,74,83,1,
8.2,0,3,0,90,4.3,1,1,79,86,0,
7.3,1,1,1,77,4.1,0,0,58,74,0,
7.6,1,2,1,71,4.1,0,1,61,66,0,
6.5,1,3,2,85,3.7,1,1,79,86,1,
7.4,1,3,0,83,3.8,0,1,69,85,0,
8,2,3,2,90,4.8,1,1,88,83,1,
8.2,2,1,2,77,4.8,1,1,60,79,0,
7.5,1,1,0,66,4.1,0,0,63,60,0,
8.1,2,2,1,90,4.7,1,1,68,88,1,
6.5,1,3,0,87,4.8,0,0,65,86,0,
8.8,1,3,0,86,4.4,1,1,63,72,0,
7.4,1,2,1,73,4.5,0,0,56,69,0,
8.2,2,3,2,90,4.7,1,1,72,84,1,
7.7,1,2,0,74,3.8,1,1,58,63,0,
8.5,2,3,2,86,4.8,1,1,78,87,1,
8.6,1,3,1,83,4.7,1,1,78,81,1,
8.6,1,2,0,86,4.1,1,1,55,82,0,
7.7,1,3,2,86,4.5,0,1,65,88,0,
8.2,2,3,2,90,4.2,1,1,83,77,1,
6.5,1,2,1,86,4.3,1,1,84,88,1,
9,2,3,2,88,4.8,0,1,72,84,1,
7.5,0,2,1,73,3.6,0,0,56,71,0,
7.8,0,2,0,74,4.2,0,1,55,68,0,
8.3,0,3,0,88,3.4,1,1,76,87,1,
6.5,2,1,1,77,4.2,1,1,58,64,0,
6.5,0,2,3,85,4.5,1,1,55,71,1,
7.4,1,1,0,77,3.6,0,0,55,65,0,
8.2,2,3,2,90,4.8,1,1,76,85,1,
8.5,2,3,2,90,4.8,1,1,82,88,1,
8.6,2,3,2,90,4.8,1,1,65,82,1,
8.5,1,1,2,72,4,1,1,80,82,1,
7.8,1,3,2,83,4.2,1,1,78,80,0,
8.4,2,3,2,83,4.8,1,1,77,86,1,
8.5,2,1,1,73,4.5,1,0,64,79,0,
7.7,1,1,1,70,4.3,1,1,75,70,0,
7.5,1,2,0,81,4.8,1,1,55,79,0,
6.5,1,3,1,90,4.5,0,0,74,62,0,
7.8,1,2,0,83,4.8,1,1,78,80,1,
7.6,1,1,1,76,4.2,1,1,67,65,1,
7.6,1,1,1,85,4.1,0,1,85,70,0,
6.5,0,1,0,90,4.5,1,1,56,82,0,
8,2,2,1,82,3.9,1,1,63,68,0,
7.5,2,1,1,65,4,0,1,56,62,0,
7.8,1,1,0,63,4.4,0,1,55,68,0,
6.9,0,3,2,82,4.8,1,1,85,79,1,
8.6,1,3,2,88,4.6,0,1,72,83,1,
7,0,3,1,67,3.6,1,1,57,82,0,
8.8,2,1,2,83,4.8,1,1,84,87,1,
7.4,1,2,0,87,3.5,0,1,61,67,0,
6.7,1,1,1,69,4,0,0,55,67,0,
7.7,1,1,0,72,4.2,0,0,55,63,0,
7.4,1,1,2,68,4.3,0,1,61,60,0,
8.3,1,2,0,72,4.2,0,0,63,74,0,
8.2,2,3,0,87,4.7,1,1,83,88,1,
8,1,3,1,77,4.5,1,1,71,85,0,
7.8,1,1,0,81,4.5,1,1,55,63,0,
7.6,1,1,2,77,3.9,0,1,55,71,0,
7.6,0,1,0,83,3.2,0,0,55,65,0,
7.4,1,3,2,83,4.5,1,0,84,79,1,
6.5,1,1,1,79,4.1,0,0,61,67,1,
7.9,1,1,1,76,4.4,1,1,65,85,0,
8.4,0,3,0,80,4.3,1,1,82,83,0,
8.7,1,2,2,74,4.1,1,1,75,87,1,
8.5,2,2,2,89,4.6,1,1,55,84,1,
8,2,3,2,90,4.8,1,1,76,86,1,
7.4,1,3,0,78,4.6,1,1,74,82,0,
8.2,2,3,2,87,4.8,1,1,87,88,1,
7.3,1,2,0,69,3.7,0,1,55,68,0,
7.5,0,3,0,78,4.7,0,0,55,70,0,
7.5,1,2,0,78,3.9,1,1,87,76,0,
7.6,0,2,0,68,3.9,0,1,64,61,0,
7.9,2,3,3,90,4.7,1,0,77,61,1,
7.5,1,1,0,67,4.2,0,0,57,60,0,
7.6,1,2,2,74,4.2,0,1,81,68,0,
8,1,2,2,87,4.8,1,1,90,68,1,
7.6,1,1,1,68,4,0,1,61,68,0,
8,2,3,2,89,4.1,1,1,75,85,1,
6.5,0,1,1,84,3.6,0,0,61,63,0,
8.2,1,1,1,87,4.7,1,1,55,81,0,
7.3,1,1,0,84,3.9,0,1,55,69,0,
8.4,2,3,2,90,4.8,1,1,82,87,1,
7.9,2,3,2,90,4.6,1,1,82,81,1,
7.4,1,1,1,69,3.9,1,1,63,66,0,
6.5,0,1,1,76,4.7,1,0,82,64,0,
7.7,1,1,0,70,3.9,1,1,71,82,0,
8.4,0,3,2,90,4.8,1,1,83,83,1,
8,1,2,0,61,3.6,1,0,59,64,0,
7.7,0,1,1,90,4.3,1,1,75,75,1,
7.6,1,2,0,70,4.7,0,1,60,64,1,
7.4,0,2,0,76,4.5,0,1,72,85,0,
6.8,1,2,0,75,4.2,0,1,77,57,0,
8,0,3,2,76,4.7,1,1,77,82,1,
8.4,2,3,2,90,4.5,1,1,83,86,1,
7.4,2,2,0,69,4.1,0,0,59,75,0,
7.8,1,3,1,75,4.4,1,1,59,72,0,
6.5,1,1,2,68,3.5,0,0,76,61,0,
8.7,0,3,2,81,4.5,1,1,80,66,1,
8.4,2,1,1,88,4.8,1,1,85,84,0,
7.8,0,1,0,67,4.1,1,0,59,69,0,
6.7,1,1,0,63,4.6,0,0,67,66,0,
8.6,2,3,2,90,4.8,1,1,82,87,1,
8,1,3,2,82,4.8,0,1,61,87,1,
7.8,2,1,0,86,4.3,0,1,78,80,1,
7.6,0,1,1,75,3.6,0,1,59,62,0,
8,1,2,3,74,4,1,1,78,83,1,
7.2,1,1,0,82,4,0,1,82,74,1,
7.9,1,3,0,83,4.8,0,0,76,82,0,
7.8,2,3,2,90,3.9,1,1,60,87,0,
8.1,0,2,3,72,3.2,1,1,73,83,1,
8.4,2,3,3,83,4.7,1,0,69,83,0,
7.6,1,2,0,71,4.8,0,1,58,67,0,
8.4,2,2,0,83,4.8,1,0,71,66,1,
7.6,1,1,0,70,4.1,0,0,61,63,0,
7.9,0,1,0,64,4.1,1,1,63,67,0,
7.6,1,2,1,86,4.4,1,1,90,79,0,
7.5,0,2,0,90,4.8,0,1,55,79,0,
7.6,1,1,1,84,4.1,0,0,55,66,0,
7.5,1,2,0,79,4.3,0,1,58,67,0,
7.9,1,1,1,89,4,0,1,81,70,0,
7.9,2,3,3,78,4.5,1,1,71,87,1,
7.6,1,3,0,68,4.2,1,1,88,82,0,
8.1,1,1,0,70,4.3,1,0,68,61,0,
7.6,2,1,0,73,4.6,1,1,78,73,0,
7.9,2,1,2,75,3.9,1,0,77,80,0,
8.5,2,3,2,88,4.8,1,1,77,85,0,
7.5,2,3,0,88,4.6,1,1,72,86,0,
7.7,1,2,0,73,3.8,0,1,55,74,0,
7.6,1,1,2,67,3.8,0,1,57,70,1,
8.3,2,3,2,85,4.5,1,1,87,80,1,
7.4,1,2,1,72,3.3,1,1,81,69,1,
8.2,1,1,1,84,3.9,1,1,61,60,1,
6.6,1,1,1,77,3,0,0,57,68,0,
8.6,1,3,2,90,4.8,1,1,80,80,1,
7.6,1,2,2,76,4.5,1,1,76,81,0,
8.6,1,3,0,83,4.8,1,1,81,86,1,
7.7,1,0,0,75,4.1,1,1,71,61,1,
8,1,2,0,72,4.8,1,0,87,67,0,
8.1,1,3,2,85,4.7,1,1,68,88,1,
6.5,1,2,1,82,4,0,1,55,62,0,
7.7,1,3,0,86,4.1,1,1,77,58,0,
8.2,1,1,2,72,4.4,0,0,83,68,0,
7.7,2,2,2,90,4.8,1,1,79,83,1,
8.6,1,2,2,90,4.6,1,1,81,87,1,
8,0,1,0,70,3.6,0,0,56,63,0,
7.5,1,2,0,71,4,1,0,55,66,0,
7.9,1,3,2,90,4.6,1,1,81,88,1,
7.4,1,1,1,66,4,0,1,55,67,0,
8,0,3,1,80,4.6,1,1,86,84,1,
8.4,1,2,0,82,4.4,1,1,71,83,0,
7.6,1,1,0,83,4.3,0,1,57,71,0,
8.5,0,1,0,81,4.2,1,1,74,65,1,
8,1,2,0,90,4.3,1,1,75,70,0,
7.8,0,2,0,80,4.1,0,1,60,83,1,
7.7,1,1,0,67,4,0,0,55,69,0,
7.8,2,3,2,84,4.7,1,1,81,86,1,
7.5,1,2,2,72,3.9,1,1,55,71,0,
8.3,1,3,2,90,4.8,1,1,85,86,1,
8.3,1,0,0,73,4.6,1,1,70,85,1,
6.9,0,2,0,79,4.1,0,1,63,64,0,
6.8,1,1,1,72,4.3,0,1,65,60,1,
7.3,1,1,1,66,3.6,0,1,55,65,0,
8.2,2,3,2,87,4.8,1,1,77,86,1,
8.1,0,2,0,81,4.8,0,1,88,82,0,
6.8,1,1,1,78,4.1,1,0,78,86,0,
7.7,1,2,0,68,3.7,0,1,74,71,0,
7.4,2,1,0,74,4.5,1,1,67,68,0,
8.2,2,3,2,90,4.5,1,1,90,67,1,
8,1,3,0,89,4.5,1,1,79,78,1,
6.7,2,3,2,85,4.2,1,1,64,64,0,
6.8,0,1,1,62,3.5,0,0,55,63,0,
7.7,0,2,0,81,4.2,0,1,75,60,0,
7.6,1,1,0,69,3.9,0,0,59,64,0,
8.1,1,1,2,76,4,0,1,71,71,0,
7.5,1,2,0,75,3.9,0,0,56,66,0,
8.4,1,3,2,85,4.8,1,1,76,82,1,
7.8,0,2,1,74,4.5,0,1,74,81,1,
6.9,0,1,1,73,3.5,0,1,69,63,0,
8.2,0,2,1,68,4.3,1,1,62,68,1,
7,0,1,1,75,4,0,1,58,73,0,
6.8,1,2,2,76,3.7,1,1,55,63,0,
8.3,0,3,0,90,4.8,1,1,74,85,1,
8.5,2,3,2,87,4.4,1,1,77,71,1,
7.3,1,1,2,76,4.3,0,0,55,70,1,
7.5,1,3,0,83,4.7,1,1,59,87,1,
6.5,1,2,1,78,4.5,0,0,57,66,0,
7.2,1,1,1,73,3.6,0,0,56,65,1,
8.1,1,3,2,90,4.8,1,1,86,80,1,
7.4,1,1,0,90,4.4,0,1,58,63,0,
7.4,0,2,2,78,3.8,0,1,80,70,0,
8.4,2,3,2,90,4.8,1,1,69,63,1,
7.5,1,3,1,84,4.8,1,1,72,67,1,
6.8,0,2,2,84,4.5,0,0,67,70,0,
8.4,1,2,2,72,4.6,1,1,70,67,0,
8.4,1,3,2,90,4.8,1,1,85,88,1,
7.6,1,2,0,90,4.8,1,1,77,86,1,
8.2,0,1,1,85,4.7,1,0,81,66,0,
8.3,1,3,1,72,4.3,1,1,55,67,0,
6.9,1,2,1,60,4.8,1,1,69,69,0,
8.7,1,3,0,87,4.8,1,1,65,82,0,
7.5,1,1,1,72,4.4,0,1,60,69,0,
7.6,1,2,0,86,4.2,0,1,58,65,0,
7.6,2,3,0,78,3.7,1,1,72,84,1,
8.5,2,1,1,80,3.6,1,0,83,68,0,
6.9,2,3,3,80,4.8,1,0,82,86,1,
8,1,3,2,90,4.8,0,1,85,88,1,
8.2,2,3,2,90,4.1,1,1,73,69,1,
8.2,1,3,2,89,4.5,1,1,84,88,1,
8.4,1,2,2,86,4.8,0,1,87,85,1,
8.2,1,3,2,90,4.8,1,1,75,81,1,
7.5,0,1,0,77,4.3,0,1,61,69,0,
8.4,1,3,2,90,4.8,1,1,87,83,1,
8.3,2,3,2,90,4.8,1,1,68,88,1,
8.4,0,2,2,86,4.7,1,1,66,87,0,
7.5,1,2,0,77,4.8,0,1,55,59,0,
7.6,1,1,2,73,4.2,1,0,64,76,0,
7.6,2,2,2,79,4.8,1,1,76,82,1,
8.3,1,2,0,76,4.4,1,1,82,84,1,
7.5,1,1,0,68,4.8,0,1,63,69,0,
7.4,1,1,0,66,3.8,1,1,62,65,0,
8.3,0,1,1,69,4.1,1,1,60,66,0,
8.4,1,3,2,90,4.7,1,1,81,88,1,
7.1,1,1,0,74,4.7,1,0,78,70,0,
8.4,0,2,0,81,3.8,1,1,65,65,1,
8.1,0,3,2,87,4.8,1,0,90,83,1,
7.4,1,1,3,74,4.1,0,1,61,63,0,
7.8,1,1,2,62,3.9,0,0,60,62,0,
8.2,2,3,0,81,4.7,1,0,79,61,0,
7.4,1,3,2,87,4.4,0,1,78,72,0,
6.6,1,1,1,83,3.9,1,0,70,66,0,
6.7,0,2,0,82,4.3,0,1,55,62,0,
6.5,0,1,1,73,3.8,0,1,55,71,0,
8,0,1,1,67,4.1,1,1,62,61,1,
7.9,1,3,0,78,4.2,0,1,55,74,1,
6.5,2,3,2,81,3.3,0,1,83,76,1,
8.7,2,3,2,90,4.8,1,1,81,80,1,
8.8,2,3,2,85,4.7,1,0,86,86,1,
6.6,1,1,0,60,4.2,0,1,62,67,0,
7.4,1,2,0,73,3.3,0,1,57,66,0,
8.8,1,1,0,69,4.7,1,1,70,83,0,
7.3,2,2,1,85,4.8,0,0,56,69,0,
8.5,2,3,2,90,4.7,0,1,76,82,1,
7.9,2,2,1,88,4.5,1,1,83,73,1,
6.6,1,3,2,76,4.5,1,1,74,84,1,
8.2,2,2,0,72,4.8,0,1,72,64,0,
7.5,1,2,1,76,4.2,0,1,55,71,0,
7.7,1,1,0,73,4,1,1,65,75,1,
8.2,2,3,2,90,4.8,1,1,85,83,1,
7.5,1,2,1,77,4.6,1,1,84,65,0,
7.1,1,1,1,87,4.2,0,0,75,70,0,
7.7,1,2,0,84,4.7,0,1,72,61,0,
7.3,1,1,0,68,4.3,0,0,55,72,0,
7.9,0,1,0,69,3.8,0,1,66,61,0,
8.2,0,2,2,90,4.8,1,1,77,83,1,
6.8,1,1,0,80,4.3,0,1,55,76,1,
7.3,1,1,0,62,4.1,0,0,57,73,0,
7.9,2,3,2,90,4.7,1,1,75,74,1,
8.4,2,3,2,90,4.8,1,1,81,88,1,
8.6,2,3,2,79,4.8,1,1,75,86,1,
8.5,1,1,0,80,4.6,0,0,61,69,0,
7.8,2,3,0,81,4.5,1,1,77,81,0,
7.3,0,3,2,90,4.1,1,1,80,80,1,
7.6,0,1,1,65,4.2,1,1,58,65,0,
8.5,0,2,2,86,4.8,0,1,55,69,1,
8.5,2,3,2,90,4.8,1,1,79,80,1,
8.4,2,3,2,90,4.5,1,1,84,85,0,
7.7,0,1,1,72,3.8,1,1,63,68,0,
7.7,0,2,0,80,4.3,0,1,75,67,0,
7.4,2,1,2,90,4.7,1,1,81,88,0,
6.6,1,1,0,72,4.1,1,0,58,64,1,
7.4,1,0,1,67,3.6,0,0,55,63,0,
7.9,2,1,0,77,4.3,1,0,77,84,0,
8.6,2,3,2,84,4.5,1,1,81,85,1,
7.5,1,1,1,69,3.7,0,0,55,63,0,
6.7,1,1,0,70,3.6,0,0,64,69,0,
7.8,1,3,2,90,4.1,1,0,70,86,0,
7.7,1,1,0,82,3.7,0,1,55,81,1,
7.6,1,1,0,89,4.2,0,1,55,68,0,
6.6,1,1,0,87,4.8,0,0,56,65,0,
6.7,2,1,2,77,4.1,0,1,58,57,0,
7.5,1,1,1,65,3.7,1,1,55,61,0,
8.4,1,3,1,80,4.4,1,1,74,80,0,
7.6,1,3,0,80,4.7,0,0,77,70,0,
7.5,1,2,0,62,3.9,0,0,71,72,0,
8.4,2,2,0,80,4,1,0,71,84,0,
7.5,1,1,0,80,4.7,0,0,56,82,1,
7.9,1,2,1,86,4.6,1,1,82,62,1,
6.5,0,1,0,76,4.6,1,1,79,67,0,
8.3,1,3,2,90,4.8,1,1,76,88,1,
8.1,1,3,2,86,4.6,1,1,88,84,1,
7.6,0,1,0,69,3.4,0,0,60,74,0,
8.4,2,3,2,90,4.8,1,1,85,78,1,
8,0,1,0,81,3.1,0,0,65,59,0,
8.1,1,2,0,89,4.8,1,1,77,83,0,
8.5,0,2,1,89,4.8,1,1,56,72,1,
8.9,2,1,2,90,4.7,1,1,75,84,1,
7.3,1,1,1,80,4.7,0,0,55,67,0,
7,2,1,0,75,3.8,1,1,69,67,1,
6.8,1,1,1,65,4.5,0,1,55,62,0,
7.4,0,1,0,72,3.6,0,0,60,71,0,
8.5,1,3,1,89,4.6,1,1,78,82,0,
7.9,2,1,3,70,4,1,1,67,81,1,
8.5,1,2,0,85,4.3,0,1,55,83,1,
7.6,0,2,2,76,4.2,1,1,78,84,0,
7.8,2,3,2,90,4.6,1,1,79,88,1,
7.3,1,1,1,67,3.4,0,0,55,68,0,
8.5,1,3,3,88,4.4,1,1,75,83,1,
8.5,2,2,2,90,4.8,1,1,84,71,1,
6.5,0,1,2,63,3.9,0,0,59,70,0,
7.4,1,3,2,83,4.8,0,1,68,88,1,
7.6,1,2,0,75,3.9,1,1,57,62,0,
7.5,1,3,2,78,4.6,1,1,74,84,1,
8.5,2,2,3,67,4.6,1,0,58,80,0,
7.5,1,2,0,74,4.3,0,0,55,65,0,
6.5,1,1,1,72,4.4,0,0,58,67,0,
7.7,0,3,0,83,4.2,1,1,71,82,0,
7.5,0,1,0,80,4.5,1,1,79,73,0,
7.6,1,3,0,72,4,1,0,66,74,0,
8.2,2,3,2,90,4.8,1,1,73,83,1,
6.5,0,1,1,60,3.2,0,0,62,74,0,
6.9,0,1,0,73,3,0,0,62,62,0,
8.6,2,3,2,90,4.8,1,1,75,78,1,
6.8,1,1,0,82,4.2,0,0,59,72,0,
8.4,1,1,1,82,4.3,1,1,60,82,0,
6.7,1,2,0,90,4.7,1,1,55,82,1,
7.5,1,1,2,78,4.4,0,1,76,74,0,
8.1,1,1,1,78,4.3,0,1,58,63,0,
8.3,1,3,1,81,4.3,1,1,79,88,0,
6.5,0,1,0,72,4.6,0,0,79,58,0,
7.2,1,2,3,78,4.5,1,1,70,74,0,
8.5,1,3,2,84,4.6,1,1,74,85,1,
7.2,1,1,1,66,3.8,1,0,67,67,0,
6.5,1,1,0,77,3.9,1,0,67,71,0,
6.5,1,1,1,79,3.8,0,1,60,69,0,
6.5,0,2,0,79,3.6,0,1,72,70,0,
6.5,1,2,0,73,3.6,1,1,84,72,0,
7,1,2,0,72,4.1,0,1,71,73,0,
8.4,1,3,1,83,4.2,1,1,85,81,1,
7.9,1,3,0,83,4.6,1,1,81,68,1,
8.5,2,3,1,90,4.7,1,1,72,77,1,
8.4,1,3,2,77,4.5,1,1,82,80,1,
6.5,1,2,0,84,4.7,0,1,55,60,0,
6.5,1,2,1,73,4.1,0,1,65,68,0,
7.6,1,2,0,80,3.7,0,1,69,63,0,
8.4,1,3,2,86,4.7,1,1,80,84,1,
8.3,0,1,2,84,4.8,1,1,83,82,1,
7.6,1,2,0,73,4.4,0,1,56,66,1,
7.7,1,1,1,66,3.3,0,0,55,62,0,
7.2,1,2,0,69,4.5,0,1,56,67,1,
8.3,2,2,2,77,4,1,1,84,81,1,
8.6,1,3,1,85,4.6,1,1,71,84,1,
8.4,2,3,2,90,4.8,1,1,75,84,1,
6.7,1,1,0,86,4.8,0,1,55,64,1,
7.3,0,1,0,81,4.2,0,1,59,60,0,
8.5,2,3,2,90,4.8,1,1,83,85,1,
7.3,1,1,0,78,3.7,0,0,55,70,0,
7.5,1,2,2,72,4.1,1,1,66,70,0,
8.6,2,3,2,90,4.7,1,1,85,82,1,
8.8,1,3,3,90,4.8,1,1,75,84,0,
7.5,0,2,0,80,4.4,0,1,65,68,0,
8.5,2,1,2,83,4.3,1,1,65,84,0,
7.9,2,3,2,90,4.8,1,1,81,87,1,
6.6,1,1,1,71,4,0,1,55,63,0,
8.5,2,3,2,90,4.7,1,1,80,84,1,
6.8,1,1,0,73,4.3,0,0,63,68,0,
8.6,1,2,2,76,4.4,1,0,79,84,0,
6.5,1,1,1,79,4.2,1,1,82,69,1,
6.5,1,1,0,69,4.3,0,1,55,68,0,
6.5,0,3,0,71,3.8,0,1,63,66,0,
8.4,0,3,0,86,4.6,1,1,90,83,1,
6.5,0,1,0,68,3.6,0,1,60,75,0,
8.2,0,3,2,78,4.8,1,0,61,71,1,
7.5,1,1,0,69,4.3,0,0,60,71,0,
7.4,0,1,1,69,3.5,0,1,57,85,0,
8.3,2,2,0,78,4.1,0,1,60,83,1,
7.7,0,3,0,87,4.7,1,1,81,60,1,
7.4,1,1,2,84,4.7,1,1,80,75,1,
8.4,1,2,0,78,4.2,1,1,69,70,0,
7.6,1,3,2,84,4.2,1,1,75,83,0,
7.9,0,3,1,77,4,1,1,55,61,0,
7.6,1,1,0,75,3.6,0,1,55,68,0,
7.6,0,2,0,79,4.6,0,1,76,72,0,
6.6,1,2,1,62,3.4,0,1,58,62,0,
8.1,1,3,2,89,4.8,1,1,75,82,1,
7.4,1,2,1,71,4.3,1,1,67,73,0,
7.7,2,3,2,90,4.8,1,1,81,85,1,
6.5,1,1,1,72,3.3,0,1,55,62,0,
8.1,2,3,2,90,4.7,1,1,76,88,1,
7.6,2,2,1,84,4.8,1,1,90,84,0,
7.9,0,1,2,77,4.8,1,1,83,82,1,
8.5,1,3,2,88,4.8,1,1,83,83,0,
8.1,2,3,2,82,4.7,1,1,83,86,1,
8.4,2,3,0,86,4.7,1,1,84,83,1,
8.8,2,3,2,90,4.8,1,1,77,81,1,
7.6,1,3,0,80,4.8,1,1,73,78,1,
8.3,2,3,2,90,4.8,1,1,80,88,1,
8.2,0,1,1,68,3.8,1,0,79,83,1,
6.5,0,1,0,72,4.1,0,0,56,68,0,
7.7,2,3,0,71,3.8,0,0,73,74,0,
7.9,1,2,1,70,4.3,0,1,58,71,0,
8.1,2,3,2,85,4.6,1,1,82,85,1,
8.6,1,3,0,90,4.8,1,1,87,81,1,
7.7,0,2,1,72,4.4,0,1,58,66,0,
8.6,0,3,2,90,4.8,1,1,77,83,1,
8.1,1,2,0,81,4.2,0,0,55,70,0,
6.5,1,1,0,70,4.2,0,1,63,72,0,
8.2,1,2,2,80,4.4,1,1,68,87,1,
8.4,2,3,2,90,4.4,1,1,74,88,1,
8.4,2,3,2,90,4.8,1,1,81,81,1,
8.6,1,3,3,78,4.7,1,1,76,87,1,
6.5,1,1,1,74,3.8,0,0,69,64,0,
7.5,2,1,1,82,4.7,0,0,76,68,0,
8.3,1,1,3,76,4.2,0,1,56,83,0,
8,0,3,2,87,4.5,1,1,83,81,1,
7.6,2,1,0,90,4.8,0,1,68,74,0,
8,0,3,1,86,4.3,1,1,75,66,1,
8.5,1,1,2,90,4.7,1,1,75,88,1,
8.4,2,1,1,79,4.3,1,1,74,68,1,
8.2,0,3,0,90,4.5,1,0,88,77,0,
7.9,0,3,2,89,4.7,1,1,78,82,1,
6.5,0,2,2,77,4.6,0,1,72,83,0,
8.1,0,1,0,68,4.2,0,0,55,59,0,
7.3,0,1,0,64,3.7,0,0,62,72,0,
8.5,0,1,2,83,4.2,1,0,79,73,1,
8.3,1,3,2,87,4.8,1,1,79,85,1,
7.7,0,3,0,83,4.5,1,1,80,82,0,
9,0,3,2,86,4.8,1,1,79,86,1,
7,1,2,1,78,4,0,0,55,71,0,
7.5,1,1,1,71,4.5,0,0,55,69,0,
7.1,0,1,1,69,4.8,0,0,65,66,0,
8.2,1,2,2,71,4.4,1,1,73,87,1,
8.1,2,3,2,82,4.2,1,1,72,82,0,
7.3,0,1,1,84,4.7,0,0,55,68,0,
8.4,1,3,1,79,4,1,1,80,83,0,
7.5,1,2,2,89,4.8,1,1,70,84,1,
7.5,1,3,1,84,4,1,0,74,70,1,
7.4,1,3,0,85,4.6,0,0,62,65,0,
6.5,1,1,1,76,4.2,0,1,63,67,0,
6.8,1,3,2,83,4.7,1,0,64,80,0,
8.6,1,3,2,87,4.1,1,1,80,86,1,
6.8,0,1,0,84,4.1,1,1,62,86,1,
7.5,1,1,1,77,3.8,0,1,63,65,0,
8.4,1,3,2,85,4.2,1,1,89,88,1,
6.7,2,1,2,82,4.6,1,1,82,70,0,
8.5,1,2,0,87,4.7,0,1,55,70,1,
8.2,0,3,0,86,4,1,1,67,80,1,
6.5,1,1,1,79,4.4,1,1,74,71,0,
8.1,1,3,2,90,4.5,1,1,76,82,1,
7,0,1,0,69,4.5,1,0,62,67,0,
7.5,0,1,1,72,3.5,0,1,55,65,0,
7.9,1,1,0,80,3.8,0,0,55,72,0,
6.9,0,1,0,70,4.3,0,0,57,63,0,
8.8,1,3,2,90,4.8,1,1,81,88,1,
8.4,2,3,2,90,4.8,1,1,82,80,0,
8.3,1,3,2,87,4.4,1,1,76,83,1,
6.7,1,3,1,76,4.4,1,1,84,83,1,
7.4,1,1,1,77,4.1,0,0,55,64,0,
7.4,2,3,2,75,4.2,0,1,80,66,0,
6.7,1,1,0,74,3.9,1,1,74,66,0,
7.7,1,2,1,81,4.8,1,1,81,82,1,
7.5,0,1,1,67,4.4,0,1,80,60,0,
6.5,1,1,0,77,3.9,1,1,78,67,0,
6.5,1,2,1,89,4.6,0,1,75,73,0,
8.5,1,3,1,82,4.7,1,1,80,70,1,
7.9,1,2,2,90,4.2,1,1,81,86,1,
7.2,1,1,1,67,4.3,0,0,74,72,0,
7.4,2,2,1,74,3.8,0,1,55,69,0,
8.6,1,2,0,80,4.2,0,0,55,68,0,
8.5,0,3,2,90,4.7,1,1,81,81,1,
8.4,2,2,3,90,4.6,1,1,77,83,1,
7.5,1,1,1,79,3.2,0,1,61,65,0,
7.8,1,2,0,75,4.5,0,1,55,71,1,
8.1,2,3,2,90,4.8,1,1,81,87,1,
8.6,2,3,2,79,4.8,1,1,78,78,1,
7.6,1,3,1,86,4.6,1,1,67,62,0,
7.5,1,3,3,68,4.1,1,1,67,71,0,
7.3,1,1,0,84,4.5,0,1,55,75,0,
6.5,1,2,1,74,3.2,0,0,59,68,0,
6.6,0,1,0,61,3.8,0,0,66,61,0,
7.8,1,1,1,83,4,0,1,67,69,1,
7.5,1,1,1,60,3,0,0,60,69,0,
8.4,2,2,2,77,4.8,1,1,71,84,1,
7.1,2,3,2,88,4.5,1,1,75,70,1,
8,2,3,1,73,4.4,1,1,81,68,0,
7.2,1,3,2,80,4.6,0,0,79,84,1,
8.1,1,2,2,84,4.3,1,1,75,84,0,
6.6,1,2,0,60,4.7,1,1,55,69,0,
8.6,2,2,1,74,4,0,0,59,63,0,
6.8,1,1,1,71,4.3,0,1,60,62,0,
7.3,1,1,0,70,3.9,0,0,61,64,0,
7.9,1,2,1,86,4.8,0,1,70,60,0,
7.5,1,1,0,71,4,0,0,60,57,0,
8.2,2,3,2,90,4.7,1,1,83,78,1,
6.5,1,2,1,71,4.3,0,1,55,70,0,
8,1,2,0,86,4.8,1,1,67,73,0,
8.1,1,3,1,68,4.7,0,1,59,68,0,
8.4,2,3,2,79,4.4,1,0,80,79,0,
6.5,1,3,0,64,4.6,0,0,71,64,0,
8.4,1,3,0,87,4.3,1,1,59,81,0,
